Título,Ofertas,Serie,Pantalla_Tamaño (pulgadas),Pantalla_Diagonal (cm),Pantalla_Tecnología,Pantalla_Luminosidad (cd/m²),Procesador,Disco_Duro_Tipo,Gráfica_Salida,Gráfica_Resolución externa,Conectividad_Lector de tarjetas,Comunicaciones_Conectividad,Comunicaciones_Versión Bluetooth,Cámara_Webcam,Cámara_Función de la cámara,Cámara_Resolución de la cámara,Teclado_Tipo de teclado,Teclado_Número de teclas,Teclado_Teclas adicionales,Sonido_Número de altavoces,Alimentación_Batería,Alimentación_Autonomía de la batería,Alimentación_Vatios-hora,Alimentación_Alimentación,Medidas y peso_Material de la carcasa,Medidas y peso_Diseño,Medidas y peso_Profundidad,Medidas y peso_Altura,Medidas y peso_Ancho,Medidas y peso_Peso,Otras características_Equipamiento,Otras características_Seguridad integrada,Otras características_Sensor,Otras características_Fecha de lanzamiento,Comunicaciones_Estándar wifi,Pantalla_Resolución de pantalla,Pantalla_Densidad de píxeles,Pantalla_Tasa de actualización de imagen,Procesador_Fabricante del procesador,Procesador_Tipo de procesador,Disco duro_Número de discos duros (instalados),Gráfica_Fabricante de la tarjeta gráfica,Gráfica_Memoria gráfica,Sistema operativo_Sistema operativo,Conectividad_Tipo de tarjetas compatibles,Sonido_Sistema de altavoces,Pantalla_Formato de imagen,Procesador_Nombre en clave del procesador,Procesador_Nivel de caché,Procesador_Caché,RAM_Memoria RAM,RAM_Tipo de RAM,RAM_Frecuencia de la memoria,Disco duro_Capacidad de memoria SSD,Teclado_Característica del teclado,Sonido_Potencia de altavoces,Alimentación_Número de celdas,Medidas y peso_Color,Otras características_Portátil configurable,Procesador_Número de núcleos del procesador,Procesador_Frecuencia de reloj,Procesador_Frecuencia turbo máx.,Procesador_Potencia máx. de diseño térmico (TDP),Gráfica_Tipo de memoria gráfica,Sistema operativo_Arquitectura bit,Pantalla_Tiempo de reacción,RAM_Extensión de memoria máxima,Gráfica_Tarjeta gráfica,Comunicaciones_Transmisión de datos,Almacenamiento_Lector óptico,Alimentación_Voltaje de salida,Alimentación_Intensidad de corriente,Otras características_Características especiales,Pantalla_Pantalla,Comunicaciones_Estándar LAN,Sonido_Modo de sonido HDMI,Alimentación_Capacidad de la batería,Otras características_Certificación,IA_Característica IA,RAM_Número de ranuras de memoria RAM,RAM_Ranura de memoria RAM instaladas,RAM_Configuración de memoria RAM,Procesador_Chipset,Otras características_Software incluido,Gráfica_GPU,Pantalla_Propiedades de la pantalla,IA_Función IA,IA_Procesador IA,Disco duro_Capacidad del disco duro,Otras características_Localización,Conectividad_Conexión,Otras características_Expansión de hardware,Otras características_Artículo incluido,Otras características_Características de la carcasa,Otras características_Certificado,Gráfica_Característica de la tarjeta gráfica,Tipo,Conectividad_Conexión frontal,Propiedades de la carcasa_Tipo de caja,Propiedades de la carcasa_Color,Medidas y peso_Alto,Propiedades de la carcasa_Material de la carcasa,Propiedades de la carcasa_Alimentación,Adecuado para,Procesador_Frecuencia del reloj,Procesador_Zócalo de CPU,Procesador_Número de hilos de ejecución,Procesador_TDP,Procesador_Chipset de la placa base,RAM_Número de ranuras para memoria RAM,Gráfica_Número de ranuras para PCIe,"Propiedades de la carcasa_Bahía interna de 2,5""","Propiedades de la carcasa_Bahía interna de 3,5""",Disco duro_Capacidad disco duro (TB),"Propiedades de la carcasa_Bahía externa de 5,25""",Otras características_Modo de sonido,Propiedades de la carcasa_Superficie del material,Disco duro_Capacidad disco duro (GB),"Propiedades de la carcasa_Bahía externa de 3,5""",Procesador_Procesadores compatibles,Precio_Min,Precio_Max,Precio_Mean,Categoria_General
"Lenovo ThinkPad X1 Carbon G11 (2023)
Gen 11 21HM006ESP",1.0,Lenovo ThinkPad,14.0,35.56,WUXGA,400.0,Intel Core i7-1355U,PCIe SSD,,,ninguno,"wifi, Bluetooth, NFC",Bluetooth 5.3,"integrada, 8.0 Mpx",compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,,57 Wh,65 W,,,"21,4 cm",15 mm,"31,2 cm","1,09 kg","micrófono integrado, USB-C, TrackPoint / TouchStick / Pointing Stick, altavoces estéreo, webcam","bloqueo Kensington, lector de huellas digitales, reconocimiento de rostro, tecnología antirrobo Intel, Trusted Platform Module (TPM 2.0), tapa webcam",,2024.0,IEEE 802.11ax,1.920 x 1.200 píxeles,,,Intel,Intel Core i7,1.0,Intel,memoria compartida,Windows 11 Professional,,,16:10,Raptor Lake,L3,12 MB,32 GB RAM,LPDDR5,6.400 MHz,1.000 GB,teclado iluminado,2 x 1 W,3.0,negro,,10.0,"1,2 GHz",5 GHz,15 W,,64 Bit,,,Intel Iris Xe Graphics,ninguna,ninguno,,,,,,,,,,,,,,"Lenovo Commercial Vantage, Lenovo View",,,,,,,,,cable de alimentación,,Epeat,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,1799.0,1799.0,1799.0,Otro
"MSI Thin 15 B12V
B12VE-1817XPL",3.0,MSI Thin,15.6,39.624,Full HD,,Intel Core i5-12450H,SSD,HDMI,4K (4096 x 2304),ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,,teclado gamer,,,2.0,,,"52,4 Wh",120 W,,con tapa,"25,4 cm",21 mm,"35,9 cm","1,86 kg","micrófono integrado, USB-C, altavoces estéreo, webcam","Trusted Platform Module (TPM 2.0), bloqueo Kensington",,2024.0,IEEE 802.11b,1.920 x 1.080 píxeles,,,Intel,Intel Core i5,1.0,,6.144 MB / 6 GB,sin sistema operativo,,altavoces estéreo,,Alder Lake-P,L3,12 MB,16 GB RAM,DDR4,3.200 MHz,512 GB,,2 x 2 W,3.0,gris,,8.0,"1,5 GHz","4,4 GHz",45 W,GDDR6,,,,NVIDIA GeForce RTX 4050,,,,,,,Gigabit-LAN,DTS,,,,,,,,,,,,,,,,disco duro,cable de alimentación,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,901.49,1312.92,1107.2,Otro
Acer Chromebook Spin 512 (R856),2.0,Acer Spin,12.0,30.48,,,,,,,integrado,"Bluetooth, wifi",Bluetooth 5.2,,,,,,,,,,,45 W,,,"22,9 cm",21 mm,"29,6 cm","1,5 kg","USB-C, lector de tarjetas",,,,,,,,,,,,,Chrome OS,MicroSD,,16:9,,,,,,,,,,,,,,,,,,,,,,,,"5 V, 9 V, 12 V, 15 V, 20 V",,,panorámica,,,,,,,,,,,,convertible,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,679.14,912.49,795.82,Otro
Lenovo Lenovo Yoga Slim 7 14 G9,2.0,Lenovo Yoga,14.0,35.56,WUXGA,400.0,Intel Core Ultra 7 155H,SSD,,4K (4096 x 2304),,"Bluetooth, wifi",Bluetooth 5.3,,,,,,,,polímero de litio,10 h,,65 W,,,"22,1 cm",15 mm,"31,2 cm","1,39 kg, 1,49 kg",,"reconocimiento de rostro, lector de huellas digitales",sensor de huellas dactilares,2024.0,IEEE 802.11ax,1.920 x 1.200 píxeles,,,Intel,Intel Core Ultra 7,1.0,Intel,memoria compartida,Windows 11 Home,,,,Meteor Lake,L3,24 MB,16 GB RAM,LPDDR5X,7.467 MHz,512 GB,,,,plateado,,16.0,"1,4 GHz","4,8 GHz",115 W,,64 Bit,,,Intel Arc Graphics,ninguna,ninguno,,,,OLED,,,,,Lenovo AI Engine+,,,,,"Lenovo Now, Lenovo Utility, Lenovo Vantage, Intel Unison, Dolby Access",,,,Intel AI Boost,,Italia,,,cargador,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,1762.31,2069.96,1916.13,Otro
"ASUS Vivobook 15 (12th Gen F1504)
F1504ZA-NJ312W",1.0,ASUS Vivobook,15.6,39.624,Full HD,,Intel Core i7-1255U,,HDMI 1.4,,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,,42 Wh,,,con tapa,"23,25 cm",17 mm,"35,97 cm","1,7 kg","USB-C, altavoces estéreo, webcam",,,,,1.920 x 1.080 píxeles,,,Intel,Intel Core i7,1.0,Intel,memoria compartida,Windows 11 Home,,SonicMaster,16:9,Alder Lake-P,L3,12 MB,16 GB RAM,DDR4,,1.000 GB,,,3.0,plateado,,10.0,"1,2 GHz","4,7 GHz",15 W,,64 Bit,,16 GB,Intel Iris Xe Graphics,ninguna,ninguno,,,teclado numérico,,,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,729.0,729.0,729.0,Otro
"ASUS Vivobook 15 (12th Gen F1504)
12th Gen F1504Za-Nj788W",,ASUS Vivobook,15.6,39.624,,,Intel Core i3-1215U,SSD,HDMI 1.4,,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,,42 Wh,,,con tapa,"23,25 cm",17 mm,"35,97 cm","1,7 kg","USB-C, altavoces estéreo, webcam",,,,,1.920 x 1.080 píxeles,,,Intel,Intel Core i3,,Intel,memoria compartida,Windows 11 Home,,SonicMaster,16:9,Alder Lake-P,L3,10 MB,8 GB RAM,DDR4,,512 GB,,,3.0,,,6.0,"0,9 GHz","4,4 GHz",15 W,,64 Bit,,,Intel UHD Graphics,,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,Otro
"ASUS ExpertBook P5 (P5405)
P5405CSA-NZ0257X",1.0,ASUS ExpertBook,14.0,35.56,WQXGA,400.0,Intel Core Ultra 5 226V,SSD,,,,"Bluetooth, wifi",Bluetooth 5.3,integrada,,,,,,,ión-litio,,63 Wh,65 W,aluminio,,"22,3 cm",16 mm,"31,2 cm","1,3 kg",,,,2024.0,,2.560 x 1.600 píxeles,,144 Hz,Intel,Intel Core Ultra 5,1.0,,memoria compartida,Windows 11 Professional,,,16:10,Lunar Lake,L3,8 MB,16 GB RAM,LPDDR5,,1.000 GB,,,3.0,gris,,8.0,"2,1 GHz","4,5 GHz",17 W,,,,,Intel Arc Graphics 130V,,,20 V,"3,25 A",,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,1193.09,1193.09,1193.09,Otro
ASUS TUF Gaming F17,1.0,ASUS TUF Gaming,17.3,43.942,,250.0,,,HDMI,,,"wifi, Bluetooth, LAN",Bluetooth 5.2,0.7 Mpx,,,teclado gamer,,,2.0,ión-litio,,48 Wh,180 W,,,"26,9 cm",24 mm,"39,9 cm","2,6 kg","USB-C, altavoces estéreo, webcam","contraseña de supervisor, bloqueo Kensington",,,,,,,Intel,,,,,,,altavoces estéreo,16:9,,L3,,,,,,,,3.0,,,,,,45 W,,64 Bit,,,,,ninguno,20 V,9 A,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,2206.26,2206.26,2206.26,Otro
"Lenovo Legion Pro 7i Gen 8 16""
82WQ001JSP",1.0,Lenovo Legion,,,WQXGA,,Intel Core i9-13900HX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.560 x 1.600 píxeles,,,Intel,Intel Core i9,1.0,NVIDIA,12.288 MB / 12 GB,Windows 11 Home,,,,Raptor Lake,L3,36 MB,32 GB RAM,DDR5,5.600 MHz,1.000 GB,teclado iluminado,,,gris,,24.0,"1,8 GHz","5,4 GHz",55 W,GDDR6,64 Bit,,32 GB,NVIDIA GeForce RTX 4080,ninguna,ninguno,,,teclado numérico,,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,3599.0,3599.0,3599.0,Otro
"ASUS ExpertBook P5 (P5405)
P5405CSA-NZ0038X",1.0,,14.0,35.56,Full HD,400.0,Intel Core Ultra 7 258V,,,,,"Bluetooth, wifi",Bluetooth 5.3,integrada,,,,,,,ión-litio,,63 Wh,65 W,aluminio,,"22,3 cm",16 mm,"31,2 cm","1,3 kg",,,,,,2.560 x 1.600 píxeles,,,Intel,Intel Core Ultra 7,1.0,Intel,memoria compartida,Windows 11 Professional,,,16:10,,L3,12 MB,32 GB RAM,LPDDR5X,,1.000 GB,,,3.0,plateado,,8.0,"1,8 GHz","4,8 GHz",,,64 Bit,,,Intel Arc Graphics,,ninguno,20 V,"3,25 A",,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,1500.88,1500.88,1500.88,Otro
"ASUS Vivobook Go 14 Flip TP1400
TP1400KA-EC040WS",1.0,ASUS Vivobook,14.0,35.56,Full HD,,Intel Celeron N4500,memoria flash,HDMI,,2 en 1,"wifi, Bluetooth",Bluetooth 4.2,integrada,compatible con HD,,teclado tipo chicle,,,2.0,ión-litio,,39 Wh,,,,"16,9 cm",21 mm,32 cm,"1,5 kg","micrófono integrado, Touchpad multitáctil, USB-C, altavoces estéreo, lector de tarjetas, webcam",,,,IEEE 802.11ac,1.920 x 1.080 píxeles,,,Intel,Intel Celeron,1.0,Intel,memoria compartida,Windows 11 Home,MicroSD,,16:9,Jasper Lake,L3,4 MB,4 GB RAM,DDR4,,,,,2.0,azul,,2.0,"1,1 GHz","2,8 GHz",6 W,,64 Bit,,,Intel UHD Graphics,,ninguno,,,Touchpad iluminado,,,,,,,,,,,,,convertible,,,128 GB,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,322.56,322.56,322.56,Otro
"Nilox NX2
NXNBI5W10P256",1.0,,15.6,39.624,Full HD,,Intel Core i5-10210U,SSD,HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,1.920 x 1.080 píxeles,,,Intel,Intel Core i5,1.0,Intel,memoria compartida,Windows 10 Professional,,,16:9,Comet Lake,L3,6 MB,8 GB RAM,,,256 GB,,,,negro,,4.0,"1,6 GHz","4,2 GHz",15 W,,64 Bit,,32 GB,Intel UHD Graphics,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,Italia,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,1041.35,1041.35,1041.35,Otro
"Microtech CoreBook Intel CB15I3
CB15I3/8256W2",1.0,CoreBook Intel,15.6,39.624,Full HD,,Intel Core i3-10110U,SSD,Micro HDMI,,integrado,Bluetooth,Bluetooth 5.0,"2.0 Mpx, integrada",,,,100 teclas,"teclas de dirección, teclado numérico",2.0,,,,,,con tapa,"23,3 cm",18 mm,"35,9 cm","1,5 kg","altavoces estéreo, lector de tarjetas, webcam",,,,,1.920 x 1.080 píxeles,,,,Intel Core i3,,,,Windows 10 Professional,MicroSD,altavoces estéreo,16:9,,,,,,,,,2 x 1 W,,gris,,,,,,,,,,,,,"7,6 V",,,panorámica,,,5000 mAh,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,492.19,492.19,492.19,Otro
"Microtech CoreBook Lite CBL15A
CBL15A/128C",1.0,CoreBook Lite,15.6,39.624,,,Intel Celeron N4020,,Mini HDMI,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.0,"integrada, 2.0 Mpx",,,,,,,polímero de litio,,,,,con tapa,"23,9 cm",22 mm,"37,1 cm","1,5 kg","lector de tarjetas, webcam",,,,,1.920 x 1.080 píxeles,,,Intel,Intel Celeron,,Intel,memoria compartida,Chrome OS,MicroSD,,16:9,Gemini Lake,L2,4 MB,4 GB RAM,,,128 GB,,2 x 1 W,,,,2.0,"1,1 GHz","2,8 GHz",6 W,,,,,,,,"7,6 V",,,panorámica,,,5000 mAh,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,234.96,234.96,234.96,Otro
"MSI Stealth GS77 (12U)
12UHS-086ES",1.0,MSI Stealth,17.3,43.94,Full HD,,Intel Core i7-12700H,SSD,,UHD (3840 x 2160),integrado,"Bluetooth, LAN, wifi",Bluetooth 5.2,integrada,,,teclado gamer,,teclado numérico,6.0,polímero de litio,,"99,9 Wh",,,,"28,4 cm",21 mm,"39,8 cm","2,8 kg","USB-C, altavoces estéreo, lector de tarjetas, webcam",,,,,1.920 x 1.080 píxeles,,360 Hz,Intel,Intel Core i7,1.0,NVIDIA,6.144 MB,Windows 11 Home,,Dynaudio,16:9,Alder Lake-P,L3,24 MB,32 GB RAM,DDR5,,1.000 GB,teclado iluminado,,4.0,negro,,14.0,"1,7 GHz","4,7 GHz",45 W,GDDR6,64 Bit,,64 GB,NVIDIA GeForce RTX 3080,,ninguno,,,teclado numérico,,,,,,,2x SO-DIMM,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,3749.0,3749.0,3749.0,Otro
ASUS Vivobook Go 14 Flip TP1400,1.0,ASUS Vivobook,14.0,35.56,,,,memoria flash,HDMI,,2 en 1,"wifi, Bluetooth",Bluetooth 4.2,integrada,compatible con HD,,teclado tipo chicle,,,2.0,ión-litio,,39 Wh,,,,"16,9 cm",21 mm,32 cm,"1,5 kg","micrófono integrado, Touchpad multitáctil, USB-C, altavoces estéreo, lector de tarjetas, webcam",,,,IEEE 802.11ac,,,,Intel,,,Intel,memoria compartida,,MicroSD,,16:9,,,,,,,,,,2.0,,,,,,,,64 Bit,,,Intel UHD Graphics,,,,,,panorámica,,,,,,,,,,,,convertible,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,322.56,322.56,322.56,Otro
"HP 240 G10
8A5M3EA#ABZ",1.0,HP 240,14.0,35.56,Full HD,,Intel Core i7-1355U,,HDMI 1.4,,,"Bluetooth, wifi",Bluetooth 5.3,,,,,,,2.0,,,41 Wh,,,con tapa,"21,5 cm",17 mm,"32,4 cm","1,36 kg","USB-C, altavoces estéreo",,,,IEEE 802.11ax,1.920 x 1.080 píxeles,,,Intel,Intel Core i7,1.0,Intel,memoria compartida,Windows 11 Professional,,altavoces estéreo,16:9,Raptor Lake-U,L3,12 MB,16 GB RAM,DDR4,3.200 MHz,1.000 GB,,,3.0,,,10.0,"1,2 GHz",5 GHz,15 W,,64 Bit,,,Intel Iris Xe Graphics,ninguna,ninguno,,,,,,,,,,2x SO-DIMM,,1 x 16 GB,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,1256.39,1256.39,1256.39,Otro
"Microtech CoreBook Intel CB15I3
CB15I3/8512W2",1.0,CoreBook Intel,15.6,39.624,,,Intel Core i3-10110U,SSD,Micro HDMI,,integrado,Bluetooth,Bluetooth 5.0,"2.0 Mpx, integrada",,,,100 teclas,"teclas de dirección, teclado numérico",2.0,,,,,,con tapa,"23,3 cm",18 mm,"35,9 cm","1,5 kg","altavoces estéreo, lector de tarjetas, webcam",,,,,1.920 x 1.080 píxeles,,,,Intel Core i3,1.0,,,,MicroSD,altavoces estéreo,16:9,,,,8 GB RAM,,,512 GB,,2 x 1 W,,gris,,,,,,,64 Bit,,,,,,"7,6 V",,,panorámica,,,5000 mAh,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,411.9,411.9,411.9,Otro
"Microtech CoreBook Lite CBL15A
CBL15A128W3",1.0,CoreBook Lite,15.6,39.624,Full HD,,,SSD,Mini HDMI,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.0,"integrada, 2.0 Mpx",,,,,,,polímero de litio,,,,,con tapa,"23,9 cm",22 mm,"37,1 cm","1,5 kg","lector de tarjetas, webcam",,,,,1.920 x 1.080 píxeles,,,Intel,Intel Celeron,,,,Windows 10 Professional,MicroSD,,16:9,Gemini Lake,L2,4 MB,,,,,,2 x 1 W,,gris,,2.0,"1,1 GHz","2,8 GHz",6 W,,,,,,,,"7,6 V",,,panorámica,,,5000 mAh,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,301.9,301.9,301.9,Otro
"Acer Chromebook Spin 512 (R856)
R856TNTCO-C8LP",1.0,Acer Spin,12.0,30.48,,,Intel Processor N100,SSD,,,integrado,"Bluetooth, wifi",Bluetooth 5.2,,,,,,,,,,,45 W,,,"22,9 cm",21 mm,"29,6 cm","1,5 kg","USB-C, lector de tarjetas",,,,,1.366 x 912 píxeles,,,,,1.0,Intel,memoria compartida,Chrome OS,MicroSD,,16:9,,,,8 GB RAM,,,64 GB,,,,,,,,,,,,,,Intel UHD Graphics,,,"5 V, 9 V, 12 V, 15 V, 20 V",,,panorámica,,,,,,,,,,,,convertible,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,912.49,912.49,912.49,Otro
ASUS ExpertBook Flip R12 BR1204,2.0,,12.2,30.988,WUXGA,300.0,Intel Processor N100,,,,ninguno,"wifi, Bluetooth",Bluetooth 5.2,,,,,,,,ión-litio,,50 Wh,,plástico,,"21,3 cm",21 mm,"29,7 cm","1,5 kg",USB-C,,,,,1.920 x 1.200 píxeles,,,Intel,,1.0,Intel,memoria compartida,Windows 11 Professional,,,16:10,,,6 MB,8 GB RAM,LPDDR5,,128 GB,,,3.0,negro,,4.0,,"3,4 GHz",,,64 Bit,,,Intel UHD Graphics,,ninguno,,,,táctil,,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,492.76,568.44,530.6,Otro
"HP 860 G11
970P1ET",1.0,HP EliteBook,16.0,40.64,,400.0,Intel Core Ultra 7 155H,SSD,,,,Bluetooth,Bluetooth 5.3,5.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,,,65 W,,,,,,,"altavoces estéreo, webcam",,,,IEEE 802.11ax,1.920 x 1.080 píxeles,,,Intel,Intel Core Ultra 7,,,,Windows 11 Professional,,altavoces estéreo,16:9,Meteor Lake,L3,24 MB,32 GB RAM,DDR5,,1.000 GB,,,,plateado,,16.0,"3,8 GHz","4,8 GHz",28 W,,64 Bit,,,,,,,,,panorámica,,,5600 mAh,,,,,,,,,,,,1.000 GB,,2 x USB 3.2,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,1667.06,1667.06,1667.06,Otro
"Microtech CoreBook Lite CBL15C
CBL15C/256U",1.0,CoreBook Lite,15.6,39.62,Full HD,,Intel Celeron N4020,SSD,Mini HDMI,,integrado,"Bluetooth, wifi, LAN",Bluetooth 4.2,"2.0 Mpx, integrada",,,teclado tipo chicle,,,2.0,polímero de litio,6 h,,,,con tapa,"23,8 cm",22 mm,"37,8 cm","1,5 kg",,,,,,1.920 x 1.080 píxeles,,,Intel,Intel Celeron,1.0,Intel,memoria compartida,Linux,MicroSD,,16:9,Gemini Lake,L2,4 MB,8 GB RAM,LPDDR4,,256 GB,,2 x 1 W,,gris,,2.0,"1,1 GHz","2,8 GHz",6 W,,64 Bit,,,Intel HD Graphics 600,ninguna,ninguno,"7,6 V",,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,385.09,385.09,385.09,Otro
Microtech CoreBook Lite CBL15A,4.0,CoreBook Lite,15.6,39.62,Full HD,,Intel Celeron N4020,,Mini HDMI,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.0,"integrada, 2.0 Mpx",,,,,,,polímero de litio,,,,,con tapa,"23,9 cm",22 mm,"37,1 cm","1,5 kg","lector de tarjetas, webcam",,,,,1.920 x 1.080 píxeles,,,Intel,Intel Celeron,,,,Windows 10 Professional,MicroSD,,16:9,Gemini Lake,L2,4 MB,,,,,,2 x 1 W,,gris,,2.0,"1,1 GHz","2,8 GHz",6 W,,,,,,,,"7,6 V",,,panorámica,,,5000 mAh,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,149.9,458.68,304.29,Otro
"ASUS ExpertBook Flip R12 BR1204
BR1204CGA-R80060XA",1.0,,12.2,30.988,,300.0,Intel Processor N100,,,,ninguno,"wifi, Bluetooth",Bluetooth 5.2,,,,,,,,ión-litio,,50 Wh,,plástico,,"21,3 cm",21 mm,"29,7 cm","1,5 kg",USB-C,,,,,1.920 x 1.200 píxeles,,,Intel,,1.0,Intel,memoria compartida,Windows 11 Professional,,,16:10,,,6 MB,8 GB RAM,LPDDR5,,128 GB,,,3.0,negro,,4.0,,"3,4 GHz",,,64 Bit,,16 GB,Intel UHD Graphics,,ninguno,,,,táctil,,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,492.76,492.76,492.76,Otro
"Lenovo Legion Pro 7i Gen 8 16""
82WQ001HSP",1.0,Lenovo Legion,,,WQXGA,,Intel Core i9-13900HX,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.560 x 1.600 píxeles,,240 Hz,Intel,Intel Core i9,1.0,NVIDIA,16.384 MB / 16 GB,Windows 11 Home,,,,Raptor Lake,L3,36 MB,32 GB RAM,DDR5,5.600 MHz,1.000 GB,teclado iluminado,,,gris,,24.0,"1,8 GHz","5,4 GHz",55 W,GDDR6,64 Bit,,,NVIDIA GeForce RTX 4090,,ninguno,,,teclado numérico,,,,,,,,,2 x 16 GB,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,4299.0,4299.0,4299.0,Otro
"Acer Aspire 3D 15 SpatialLabs Edition A3D15-71
A3D15-71GM-75FZ",1.0,Acer Aspire,15.6,39.624,,,Intel Core i7-13620H,SSD,,,,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,,57 Wh,135 W,,con tapa,"23,9 cm",25 mm,"36,2 cm","2,32 kg","USB-C, webcam",,,2024.0,IEEE 802.11ax,3.840 x 2.160 píxeles,,,Intel,Intel Core i7,1.0,NVIDIA,6.144 MB / 6 GB,Windows 11 Home,,altavoces estéreo,16:9,Raptor Lake-H,L3,24 MB,16 GB RAM,DDR5,,1.000 GB,,,,negro,,10.0,"1,8 GHz","4,9 GHz",45 W,GDDR6,64 Bit,,32 GB,NVIDIA GeForce RTX 4050,,,,,,,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,compatible con 3D,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,2070.0,2070.0,2070.0,Otro
"ASUS TUF Gaming F17
TUF707VI-LL067W",1.0,ASUS TUF Gaming,17.3,43.942,,250.0,Intel Core i7-13620H,SSD,HDMI,,,"wifi, Bluetooth, LAN",Bluetooth 5.2,0.7 Mpx,,,teclado gamer,,,2.0,ión-litio,,48 Wh,180 W,,,"26,9 cm",24 mm,"39,9 cm","2,6 kg","USB-C, altavoces estéreo, webcam","contraseña de supervisor, bloqueo Kensington",,,,1.600 x 900 píxeles,,240 Hz,Intel,Intel Core i7,,NVIDIA,8.192 MB / 8 GB,Windows 11 Home,,altavoces estéreo,16:9,Raptor Lake-H,L3,24 MB,32 GB RAM,DDR5,,1.000 GB,,,3.0,negro,,10.0,"1,8 GHz","4,9 GHz",45 W,GDDR6,64 Bit,,,NVIDIA GeForce RTX 4070,,ninguno,20 V,9 A,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,2206.26,2206.26,2206.26,Otro
